,Date,weekday,cakes,pies,cookies,smoothies,coffee,promotion
1250,6/4/2009,Thursday,41,44,50,66,54,promotion
1251,6/5/2009,Friday,22,34,13,13,28,none
1252,6/6/2009,Saturday,31,59,2,45,45,none
1253,6/7/2009,Sunday,27,29,72,52,14,none
1254,6/8/2009,Monday,16,23,93,11,19,none
1255,6/9/2009,Tuesday,49,26,9,61,68,promotion
1256,6/10/2009,Wednesday,18,28,47,45,23,none
1257,6/11/2009,Thursday,11,18,37,20,98,none
1258,6/12/2009,Friday,18,34,49,62,20,none
1259,6/13/2009,Saturday,4,34,57,51,95,promotion
1260,6/14/2009,Sunday,40,53,42,59,55,promotion
1261,6/15/2009,Monday,10,26,89,61,17,promotion
1262,6/16/2009,Tuesday,30,21,65,20,16,none
1263,6/17/2009,Wednesday,4,8,99,74,48,promotion
1264,6/18/2009,Thursday,8,1,46,14,31,none
1265,6/19/2009,Friday,17,13,46,70,1,none
1266,6/20/2009,Saturday,35,50,16,59,43,promotion
1267,6/21/2009,Sunday,5,8,40,44,17,none
1268,6/22/2009,Monday,27,45,3,37,88,none
1269,6/23/2009,Tuesday,37,24,43,31,81,promotion
1270,6/24/2009,Wednesday,7,39,12,57,77,none
1271,6/25/2009,Thursday,33,3,112,1,61,promotion
1272,6/26/2009,Friday,18,10,69,30,47,none
1273,6/27/2009,Saturday,38,31,96,12,65,promotion
1274,6/28/2009,Sunday,28,51,111,50,1,promotion
1275,6/29/2009,Monday,15,27,71,43,66,promotion
1276,6/30/2009,Tuesday,23,13,61,6,28,none
1277,7/1/2009,Wednesday,32,19,67,10,35,none
1278,7/2/2009,Thursday,9,40,58,28,23,none
1279,7/3/2009,Friday,30,50,75,47,51,promotion
1280,7/4/2009,Saturday,29,30,101,44,97,promotion
1281,7/5/2009,Sunday,32,59,43,16,12,none
1282,7/6/2009,Monday,35,47,46,64,72,promotion
1283,7/7/2009,Tuesday,18,39,82,36,93,promotion
1284,7/8/2009,Wednesday,29,56,111,11,33,promotion
1285,7/9/2009,Thursday,48,7,77,8,98,promotion
1286,7/10/2009,Friday,17,3,105,15,26,none
1287,7/11/2009,Saturday,9,50,18,36,27,none
1288,7/12/2009,Sunday,45,14,48,11,6,none
1289,7/13/2009,Monday,8,57,54,7,18,none
1290,7/14/2009,Tuesday,13,52,8,28,99,none
1291,7/15/2009,Wednesday,33,17,76,23,57,promotion
1292,7/16/2009,Thursday,21,32,27,51,39,none
1293,7/17/2009,Friday,44,9,23,13,5,none
1294,7/18/2009,Saturday,12,42,101,58,48,promotion
1295,7/19/2009,Sunday,30,40,114,35,51,promotion
1296,7/20/2009,Monday,41,32,92,43,45,promotion
1297,7/21/2009,Tuesday,1,26,77,50,87,promotion
1298,7/22/2009,Wednesday,21,19,72,21,28,none
1299,7/23/2009,Thursday,46,20,83,26,59,promotion
1300,7/24/2009,Friday,29,29,64,17,65,promotion
1301,7/25/2009,Saturday,14,2,82,47,53,none
1302,7/26/2009,Sunday,38,58,55,65,3,promotion
1303,7/27/2009,Monday,48,27,8,29,67,none
1304,7/28/2009,Tuesday,40,52,55,70,21,promotion
1305,7/29/2009,Wednesday,5,31,72,59,57,promotion
1306,7/30/2009,Thursday,47,22,9,27,84,none
1307,7/31/2009,Friday,13,53,85,56,31,promotion
1308,8/1/2009,Saturday,38,12,50,5,29,none
1309,8/2/2009,Sunday,49,36,12,70,97,promotion
1310,8/3/2009,Monday,5,35,89,69,28,promotion
1311,8/4/2009,Tuesday,42,55,51,19,48,promotion
1312,8/5/2009,Wednesday,37,1,27,29,96,none
1313,8/6/2009,Thursday,17,58,14,60,63,promotion
1314,8/7/2009,Friday,19,25,113,66,75,promotion
1315,8/8/2009,Saturday,38,47,45,3,45,none
1316,8/9/2009,Sunday,31,33,13,48,35,none
1317,8/10/2009,Monday,47,41,76,65,63,promotion
1318,8/11/2009,Tuesday,36,59,79,72,29,promotion
1319,8/12/2009,Wednesday,49,5,20,70,77,promotion
1320,8/13/2009,Thursday,1,30,35,28,63,none
1321,8/14/2009,Friday,10,52,19,67,60,promotion
1322,8/15/2009,Saturday,34,55,103,65,75,promotion
1323,8/16/2009,Sunday,49,57,61,5,9,none
1324,8/17/2009,Monday,13,53,66,43,3,none
1325,8/18/2009,Tuesday,7,19,32,32,62,none
1326,8/19/2009,Wednesday,37,53,70,41,31,promotion
1327,8/20/2009,Thursday,36,38,52,6,76,promotion
1328,8/21/2009,Friday,39,40,104,68,18,promotion
1329,8/22/2009,Saturday,37,3,113,24,22,none
1330,8/23/2009,Sunday,31,52,9,30,39,none
1331,8/24/2009,Monday,20,34,33,35,81,promotion
1332,8/25/2009,Tuesday,39,26,7,62,57,none
1333,8/26/2009,Wednesday,45,28,34,39,83,promotion
1334,8/27/2009,Thursday,36,46,1,52,45,none
1335,8/28/2009,Friday,15,23,4,56,38,none
1336,8/29/2009,Saturday,30,43,64,72,89,promotion
1337,8/30/2009,Sunday,18,50,42,26,45,none
1338,8/31/2009,Monday,4,7,54,47,74,none
1339,9/1/2009,Tuesday,30,54,48,50,48,promotion
1340,9/2/2009,Wednesday,28,30,59,49,86,promotion
1341,9/3/2009,Thursday,4,33,70,15,84,promotion
1342,9/4/2009,Friday,34,40,45,69,63,promotion
1343,9/5/2009,Saturday,28,24,99,63,65,promotion
1344,9/6/2009,Sunday,37,38,2,5,47,none
1345,9/7/2009,Monday,22,11,104,28,77,promotion
1346,9/8/2009,Tuesday,40,10,12,45,28,none
1347,9/9/2009,Wednesday,43,2,115,69,50,promotion
1348,9/10/2009,Thursday,11,1,14,7,73,none
1349,9/11/2009,Friday,30,4,13,43,77,none
1350,9/12/2009,Saturday,30,26,77,25,13,none
1351,9/13/2009,Sunday,25,41,18,57,23,none
1352,9/14/2009,Monday,17,13,60,53,98,promotion
1353,9/15/2009,Tuesday,1,4,42,48,77,none
1354,9/16/2009,Wednesday,37,35,53,49,63,promotion
1355,9/17/2009,Thursday,35,28,90,32,7,none
1356,9/18/2009,Friday,14,50,108,25,86,promotion
1357,9/19/2009,Saturday,2,2,36,55,13,none
1358,9/20/2009,Sunday,3,9,27,5,86,none
1359,9/21/2009,Monday,3,39,56,39,46,none
1360,9/22/2009,Tuesday,20,34,63,59,13,none
1361,9/23/2009,Wednesday,13,44,99,60,46,promotion
1362,9/24/2009,Thursday,31,32,54,30,47,none
1363,9/25/2009,Friday,40,30,73,63,81,promotion
1364,9/26/2009,Saturday,22,49,43,4,30,none
1365,9/27/2009,Sunday,14,46,72,3,30,none
1366,9/28/2009,Monday,27,14,14,2,2,none
1367,9/29/2009,Tuesday,13,15,9,51,60,none
1368,9/30/2009,Wednesday,1,29,27,15,99,none
1369,10/1/2009,Thursday,2,17,84,30,29,none
1370,10/2/2009,Friday,37,36,48,62,55,promotion
1371,10/3/2009,Saturday,11,25,116,25,38,promotion
1372,10/4/2009,Sunday,43,46,58,24,19,none
1373,10/5/2009,Monday,33,7,31,41,93,promotion
1374,10/6/2009,Tuesday,29,19,76,5,47,none
1375,10/7/2009,Wednesday,3,57,55,15,81,promotion
1376,10/8/2009,Thursday,29,34,116,65,10,promotion
1377,10/9/2009,Friday,2,9,57,28,26,none
1378,10/10/2009,Saturday,14,15,50,3,98,none
1379,10/11/2009,Sunday,20,19,100,43,25,promotion
1380,10/12/2009,Monday,48,42,20,20,88,promotion
1381,10/13/2009,Tuesday,18,40,23,68,66,promotion
1382,10/14/2009,Wednesday,37,25,101,25,73,promotion
1383,10/15/2009,Thursday,8,13,20,39,85,none
1384,10/16/2009,Friday,7,10,117,12,95,promotion
1385,10/17/2009,Saturday,10,49,48,1,62,none
1386,10/18/2009,Sunday,16,34,51,50,28,none
1387,10/19/2009,Monday,19,50,99,33,28,promotion
1388,10/20/2009,Tuesday,30,34,74,6,44,none
1389,10/21/2009,Wednesday,43,51,44,55,77,promotion
1390,10/22/2009,Thursday,19,25,19,1,98,none
1391,10/23/2009,Friday,3,16,53,59,50,none
1392,10/24/2009,Saturday,30,47,109,28,74,promotion
1393,10/25/2009,Sunday,18,40,6,52,27,none
1394,10/26/2009,Monday,36,7,27,63,46,none
1395,10/27/2009,Tuesday,20,18,16,62,7,none
1396,10/28/2009,Wednesday,17,9,32,60,79,none
1397,10/29/2009,Thursday,24,48,12,39,88,promotion
1398,10/30/2009,Friday,13,2,3,47,74,none
1399,10/31/2009,Saturday,36,8,56,32,3,none
1400,11/1/2009,Sunday,46,21,43,51,53,promotion
1401,11/2/2009,Monday,3,41,79,38,39,none
1402,11/3/2009,Tuesday,21,9,13,40,47,none
1403,11/4/2009,Wednesday,4,53,75,1,84,promotion
1404,11/5/2009,Thursday,18,1,72,50,63,promotion
1405,11/6/2009,Friday,45,56,23,1,62,none
1406,11/7/2009,Saturday,39,42,56,61,29,promotion
1407,11/8/2009,Sunday,43,3,80,27,83,promotion
1408,11/9/2009,Monday,11,33,53,65,53,promotion
1409,11/10/2009,Tuesday,38,23,68,48,85,promotion
1410,11/11/2009,Wednesday,43,11,80,53,3,none
1411,11/12/2009,Thursday,41,31,108,37,65,promotion
1412,11/13/2009,Friday,48,9,97,58,91,promotion
1413,11/14/2009,Saturday,28,22,3,27,93,none
1414,11/15/2009,Sunday,5,56,111,56,30,promotion
1415,11/16/2009,Monday,23,58,26,58,63,promotion
1416,11/17/2009,Tuesday,38,46,110,22,41,promotion
1417,11/18/2009,Wednesday,36,4,60,70,62,promotion
1418,11/19/2009,Thursday,31,6,7,55,67,none
1419,11/20/2009,Friday,8,28,14,22,58,none
1420,11/21/2009,Saturday,25,27,111,41,12,promotion
1421,11/22/2009,Sunday,25,13,77,15,27,none
1422,11/23/2009,Monday,48,1,115,70,45,promotion
1423,11/24/2009,Tuesday,16,4,95,19,65,none
1424,11/25/2009,Wednesday,11,44,90,35,31,promotion
1425,11/26/2009,Thursday,20,33,47,25,17,none
1426,11/27/2009,Friday,14,41,2,15,54,none
1427,11/28/2009,Saturday,40,21,56,16,22,none
1428,11/29/2009,Sunday,38,15,80,24,73,promotion
1429,11/30/2009,Monday,40,25,52,66,57,promotion
1430,12/1/2009,Tuesday,19,4,73,63,12,none
1431,12/2/2009,Wednesday,8,33,109,32,25,promotion
1432,12/3/2009,Thursday,25,10,92,1,48,none
1433,12/4/2009,Friday,33,7,65,45,52,promotion
1434,12/5/2009,Saturday,45,4,44,55,82,promotion
1435,12/6/2009,Sunday,40,59,37,68,37,promotion
1436,12/7/2009,Monday,41,29,60,66,57,promotion
1437,12/8/2009,Tuesday,48,4,93,41,13,none
1438,12/9/2009,Wednesday,37,16,43,25,17,none
1439,12/10/2009,Thursday,43,33,44,28,21,none
1440,12/11/2009,Friday,17,39,107,39,79,promotion
1441,12/12/2009,Saturday,27,45,84,50,32,promotion
1442,12/13/2009,Sunday,41,29,35,27,39,none
1443,12/14/2009,Monday,17,54,70,13,99,promotion
1444,12/15/2009,Tuesday,47,51,99,58,86,promotion
1445,12/16/2009,Wednesday,33,6,35,24,83,none
1446,12/17/2009,Thursday,31,2,66,42,51,none
1447,12/18/2009,Friday,21,18,97,34,34,promotion
1448,12/19/2009,Saturday,24,48,1,29,47,none
1449,12/20/2009,Sunday,16,9,64,45,65,none
1450,12/21/2009,Monday,45,10,102,4,16,none
1451,12/22/2009,Tuesday,20,53,3,3,94,none
1452,12/23/2009,Wednesday,35,14,70,52,53,promotion
1453,12/24/2009,Thursday,28,49,58,67,89,promotion
1454,12/25/2009,Friday,46,42,77,66,59,promotion
1455,12/26/2009,Saturday,35,25,2,65,17,none
1456,12/27/2009,Sunday,18,5,8,55,1,none
1457,12/28/2009,Monday,24,8,40,64,25,none
1458,12/29/2009,Tuesday,28,6,35,26,87,none
1459,12/30/2009,Wednesday,14,40,109,30,90,promotion
1460,12/31/2009,Thursday,49,21,96,56,42,promotion
1461,1/1/2010,Friday,24,4,89,23,72,promotion
1462,1/2/2010,Saturday,31,2,79,68,2,none
1463,1/3/2010,Sunday,6,10,57,41,17,none
1464,1/4/2010,Monday,40,27,52,63,79,promotion
1465,1/5/2010,Tuesday,34,2,115,27,24,promotion
1466,1/6/2010,Wednesday,35,41,96,55,13,promotion
1467,1/7/2010,Thursday,29,49,119,53,54,promotion
1468,1/8/2010,Friday,2,39,22,40,19,none
1469,1/9/2010,Saturday,5,47,84,60,83,promotion
1470,1/10/2010,Sunday,22,22,32,42,37,none
1471,1/11/2010,Monday,9,13,88,14,85,promotion
1472,1/12/2010,Tuesday,34,7,49,59,68,promotion
1473,1/13/2010,Wednesday,36,33,50,61,54,promotion
1474,1/14/2010,Thursday,49,43,61,74,56,promotion
1475,1/15/2010,Friday,36,21,62,54,18,none
1476,1/16/2010,Saturday,26,13,100,6,87,promotion
1477,1/17/2010,Sunday,6,23,51,64,83,promotion
1478,1/18/2010,Monday,2,21,33,58,36,none
1479,1/19/2010,Tuesday,36,46,65,35,35,promotion
1480,1/20/2010,Wednesday,8,34,102,72,5,promotion
1481,1/21/2010,Thursday,2,33,21,30,95,none
1482,1/22/2010,Friday,2,10,73,48,43,none
1483,1/23/2010,Saturday,8,37,44,45,54,none
1484,1/24/2010,Sunday,26,4,70,29,98,promotion
1485,1/25/2010,Monday,37,42,41,2,16,none
1486,1/26/2010,Tuesday,14,9,113,1,28,none
1487,1/27/2010,Wednesday,45,29,26,50,70,promotion
1488,1/28/2010,Thursday,28,52,71,9,88,promotion
1489,1/29/2010,Friday,33,14,19,74,84,promotion
1490,1/30/2010,Saturday,44,24,88,44,14,promotion
1491,1/31/2010,Sunday,20,8,70,37,58,none
1492,2/1/2010,Monday,35,52,75,33,21,promotion
1493,2/2/2010,Tuesday,46,13,100,1,27,none
1494,2/3/2010,Wednesday,37,3,54,60,96,promotion
1495,2/4/2010,Thursday,17,37,51,74,16,none
1496,2/5/2010,Friday,49,46,21,43,82,promotion
1497,2/6/2010,Saturday,43,14,65,1,39,none
1498,2/7/2010,Sunday,44,24,46,47,83,promotion
1499,2/8/2010,Monday,4,40,96,33,39,promotion
1500,2/9/2010,Tuesday,9,58,8,38,17,none
1501,2/10/2010,Wednesday,20,55,81,24,90,promotion
1502,2/11/2010,Thursday,47,10,100,21,43,promotion
1503,2/12/2010,Friday,1,40,102,9,14,none
1504,2/13/2010,Saturday,21,16,82,42,48,promotion
1505,2/14/2010,Sunday,33,12,63,15,12,none
1506,2/15/2010,Monday,35,10,56,65,44,promotion
1507,2/16/2010,Tuesday,44,2,81,52,19,none
1508,2/17/2010,Wednesday,6,27,21,16,18,none
1509,2/18/2010,Thursday,22,12,36,12,95,none
1510,2/19/2010,Friday,25,32,36,49,90,promotion
1511,2/20/2010,Saturday,3,49,24,12,6,none
1512,2/21/2010,Sunday,8,59,89,68,53,promotion
1513,2/22/2010,Monday,45,12,58,57,89,promotion
1514,2/23/2010,Tuesday,12,2,11,68,54,none
1515,2/24/2010,Wednesday,29,58,22,35,37,none
1516,2/25/2010,Thursday,32,9,85,46,4,none
1517,2/26/2010,Friday,2,26,106,16,3,none
1518,2/27/2010,Saturday,17,57,92,18,93,promotion
1519,2/28/2010,Sunday,19,31,21,59,2,none
1520,3/1/2010,Monday,15,34,102,24,20,none
1521,3/2/2010,Tuesday,22,45,112,34,30,promotion
1522,3/3/2010,Wednesday,48,24,85,58,42,promotion
1523,3/4/2010,Thursday,48,21,83,74,51,promotion
1524,3/5/2010,Friday,6,50,20,72,95,promotion
1525,3/6/2010,Saturday,34,9,75,54,45,promotion
1526,3/7/2010,Sunday,43,1,72,34,65,promotion
1527,3/8/2010,Monday,3,35,43,33,96,promotion
1528,3/9/2010,Tuesday,28,31,64,16,63,promotion
1529,3/10/2010,Wednesday,41,39,106,4,86,promotion
1530,3/11/2010,Thursday,20,21,96,28,92,promotion
1531,3/12/2010,Friday,16,38,79,38,85,promotion
1532,3/13/2010,Saturday,8,23,94,50,68,promotion
1533,3/14/2010,Sunday,45,43,52,48,1,none
1534,3/15/2010,Monday,30,49,116,3,95,promotion
1535,3/16/2010,Tuesday,36,23,32,55,48,none
1536,3/17/2010,Wednesday,34,42,34,12,23,none
1537,3/18/2010,Thursday,49,21,95,13,73,promotion
1538,3/19/2010,Friday,17,44,104,65,74,promotion
1539,3/20/2010,Saturday,25,8,119,12,93,promotion
1540,3/21/2010,Sunday,6,2,108,16,8,none
1541,3/22/2010,Monday,43,57,34,40,99,promotion
1542,3/23/2010,Tuesday,20,46,30,55,45,none
1543,3/24/2010,Wednesday,18,31,9,62,78,none
1544,3/25/2010,Thursday,46,13,36,57,91,promotion
1545,3/26/2010,Friday,33,6,7,49,59,none
1546,3/27/2010,Saturday,23,57,73,32,17,promotion
1547,3/28/2010,Sunday,34,22,110,65,61,promotion
1548,3/29/2010,Monday,39,6,35,36,6,none
1549,3/30/2010,Tuesday,10,17,75,36,47,none
1550,3/31/2010,Wednesday,6,44,63,47,71,promotion
1551,4/1/2010,Thursday,13,24,59,38,43,none
1552,4/2/2010,Friday,43,41,117,71,45,promotion
1553,4/3/2010,Saturday,17,38,51,55,78,promotion
1554,4/4/2010,Sunday,18,48,103,68,90,promotion
1555,4/5/2010,Monday,5,49,25,27,23,none
1556,4/6/2010,Tuesday,26,40,62,3,60,none
1557,4/7/2010,Wednesday,15,41,26,42,77,promotion
1558,4/8/2010,Thursday,46,39,95,69,56,promotion
1559,4/9/2010,Friday,18,44,74,32,25,none
1560,4/10/2010,Saturday,30,59,53,73,5,promotion
1561,4/11/2010,Sunday,7,49,31,39,17,none
1562,4/12/2010,Monday,29,1,44,20,61,none
1563,4/13/2010,Tuesday,11,10,99,17,72,promotion
1564,4/14/2010,Wednesday,6,16,28,16,37,none
1565,4/15/2010,Thursday,37,53,8,65,91,promotion
1566,4/16/2010,Friday,37,45,26,61,90,promotion
1567,4/17/2010,Saturday,21,54,81,71,62,promotion
1568,4/18/2010,Sunday,23,5,53,15,26,none
1569,4/19/2010,Monday,11,29,53,39,96,promotion
1570,4/20/2010,Tuesday,44,50,109,19,91,promotion
1571,4/21/2010,Wednesday,31,36,67,53,1,none
1572,4/22/2010,Thursday,15,21,55,26,49,none
1573,4/23/2010,Friday,49,7,31,42,39,none
1574,4/24/2010,Saturday,2,42,5,59,96,promotion
1575,4/25/2010,Sunday,41,32,73,39,11,none
1576,4/26/2010,Monday,8,26,113,49,39,promotion
1577,4/27/2010,Tuesday,6,17,21,42,3,none
1578,4/28/2010,Wednesday,16,5,48,55,18,none
1579,4/29/2010,Thursday,42,47,98,2,5,none
1580,4/30/2010,Friday,33,14,62,10,60,none
1581,5/1/2010,Saturday,24,34,71,13,53,none
1582,5/2/2010,Sunday,15,18,30,49,98,promotion
1583,5/3/2010,Monday,35,48,71,54,4,promotion
1584,5/4/2010,Tuesday,30,2,37,70,54,none
1585,5/5/2010,Wednesday,26,26,91,57,83,promotion
1586,5/6/2010,Thursday,5,48,34,60,76,promotion
1587,5/7/2010,Friday,1,23,85,30,4,none
1588,5/8/2010,Saturday,27,43,80,3,8,none
1589,5/9/2010,Sunday,21,23,57,31,99,promotion
1590,5/10/2010,Monday,6,18,12,35,76,none
1591,5/11/2010,Tuesday,25,4,16,59,47,none
1592,5/12/2010,Wednesday,18,20,107,20,63,promotion
1593,5/13/2010,Thursday,5,47,22,24,35,none
1594,5/14/2010,Friday,33,30,92,17,49,promotion
1595,5/15/2010,Saturday,18,55,44,33,51,promotion
1596,5/16/2010,Sunday,9,5,83,66,57,promotion
1597,5/17/2010,Monday,10,21,11,14,52,none
1598,5/18/2010,Tuesday,37,46,13,31,21,none
1599,5/19/2010,Wednesday,32,31,49,36,14,none
1600,5/20/2010,Thursday,31,45,119,45,77,promotion
1601,5/21/2010,Friday,10,16,119,32,48,promotion
1602,5/22/2010,Saturday,45,34,115,42,28,promotion
1603,5/23/2010,Sunday,49,5,3,57,9,none
1604,5/24/2010,Monday,36,20,76,2,90,promotion
1605,5/25/2010,Tuesday,33,38,7,16,53,none
1606,5/26/2010,Wednesday,15,53,98,32,78,promotion
1607,5/27/2010,Thursday,24,1,88,67,2,none
1608,5/28/2010,Friday,33,18,118,1,32,promotion
1609,5/29/2010,Saturday,29,18,106,1,15,none
1610,5/30/2010,Sunday,44,50,95,11,33,promotion
1611,5/31/2010,Monday,34,40,62,17,54,promotion
1612,6/1/2010,Tuesday,47,41,64,12,38,promotion
1613,6/2/2010,Wednesday,45,19,27,61,91,promotion
1614,6/3/2010,Thursday,9,6,43,23,25,none
1615,6/4/2010,Friday,38,35,89,64,85,promotion
1616,6/5/2010,Saturday,3,4,4,70,56,none
1617,6/6/2010,Sunday,18,59,85,68,18,promotion
1618,6/7/2010,Monday,16,1,88,20,59,none
1619,6/8/2010,Tuesday,4,56,76,71,91,promotion
1620,6/9/2010,Wednesday,22,36,5,52,77,none
1621,6/10/2010,Thursday,49,26,54,18,46,none
1622,6/11/2010,Friday,30,21,44,56,2,none
1623,6/12/2010,Saturday,38,30,115,17,3,promotion
1624,6/13/2010,Sunday,23,2,71,26,84,promotion
1625,6/14/2010,Monday,19,15,94,55,27,promotion
1626,6/15/2010,Tuesday,8,45,75,42,60,promotion
1627,6/16/2010,Wednesday,27,39,89,25,38,promotion
1628,6/17/2010,Thursday,5,5,59,11,72,none
1629,6/18/2010,Friday,46,7,86,27,23,none
1630,6/19/2010,Saturday,26,18,74,56,69,promotion
1631,6/20/2010,Sunday,27,30,39,1,91,none
1632,6/21/2010,Monday,48,57,75,4,43,promotion
1633,6/22/2010,Tuesday,20,2,74,63,14,none
1634,6/23/2010,Wednesday,15,17,38,29,69,none
1635,6/24/2010,Thursday,19,3,76,11,87,none
1636,6/25/2010,Friday,33,15,20,73,53,none
1637,6/26/2010,Saturday,28,43,101,62,37,promotion
1638,6/27/2010,Sunday,37,50,48,22,76,promotion
1639,6/28/2010,Monday,39,25,54,48,12,none
1640,6/29/2010,Tuesday,21,6,61,25,73,none
1641,6/30/2010,Wednesday,45,58,115,35,47,promotion
1642,7/1/2010,Thursday,4,22,47,65,44,none
1643,7/2/2010,Friday,19,9,30,39,52,none
1644,7/3/2010,Saturday,14,9,29,46,93,none
1645,7/4/2010,Sunday,32,34,40,37,95,promotion
1646,7/5/2010,Monday,34,6,71,2,88,promotion
1647,7/6/2010,Tuesday,19,33,3,41,15,none
1648,7/7/2010,Wednesday,13,54,10,25,64,none
1649,7/8/2010,Thursday,48,1,100,65,32,promotion
1650,7/9/2010,Friday,28,44,9,30,63,none
1651,7/10/2010,Saturday,40,52,9,63,87,promotion
1652,7/11/2010,Sunday,35,7,4,45,18,none
1653,7/12/2010,Monday,8,15,81,67,80,promotion
1654,7/13/2010,Tuesday,31,38,73,19,51,promotion
1655,7/14/2010,Wednesday,46,29,74,73,37,promotion
1656,7/15/2010,Thursday,17,17,28,5,78,none
1657,7/16/2010,Friday,2,54,119,20,66,promotion
1658,7/17/2010,Saturday,25,30,24,10,9,none
1659,7/18/2010,Sunday,17,53,117,65,62,promotion
1660,7/19/2010,Monday,46,19,28,39,14,none
1661,7/20/2010,Tuesday,28,30,59,23,81,promotion
1662,7/21/2010,Wednesday,38,57,27,26,18,none
1663,7/22/2010,Thursday,25,59,28,28,78,promotion
1664,7/23/2010,Friday,49,38,65,18,59,promotion
1665,7/24/2010,Saturday,13,4,66,62,19,none
1666,7/25/2010,Sunday,5,43,23,59,30,none
1667,7/26/2010,Monday,49,11,32,71,39,promotion
1668,7/27/2010,Tuesday,47,42,19,69,15,none
1669,7/28/2010,Wednesday,41,40,117,31,48,promotion
1670,7/29/2010,Thursday,15,33,26,9,53,none
1671,7/30/2010,Friday,11,33,69,61,40,promotion
1672,7/31/2010,Saturday,28,29,49,16,10,none
1673,8/1/2010,Sunday,15,15,77,20,64,none
1674,8/2/2010,Monday,39,32,51,17,8,none
1675,8/3/2010,Tuesday,14,35,1,11,82,none
1676,8/4/2010,Wednesday,5,38,45,59,63,promotion
1677,8/5/2010,Thursday,23,36,84,30,98,promotion
1678,8/6/2010,Friday,16,4,118,40,29,promotion
1679,8/7/2010,Saturday,30,14,55,44,70,promotion
1680,8/8/2010,Sunday,15,19,32,59,97,promotion
1681,8/9/2010,Monday,43,18,5,7,80,none
1682,8/10/2010,Tuesday,26,35,104,7,54,promotion
1683,8/11/2010,Wednesday,12,35,106,52,2,promotion
1684,8/12/2010,Thursday,32,20,90,42,22,promotion
1685,8/13/2010,Friday,28,51,46,39,41,promotion
1686,8/14/2010,Saturday,23,5,93,21,5,none
1687,8/15/2010,Sunday,47,12,22,28,86,none
1688,8/16/2010,Monday,44,22,39,15,45,none
1689,8/17/2010,Tuesday,21,4,24,17,92,none
1690,8/18/2010,Wednesday,3,50,56,61,93,promotion
1691,8/19/2010,Thursday,26,35,31,15,97,promotion
1692,8/20/2010,Friday,1,20,101,34,36,none
1693,8/21/2010,Saturday,32,27,97,54,15,promotion
1694,8/22/2010,Sunday,47,9,44,21,81,promotion
1695,8/23/2010,Monday,7,42,101,55,52,promotion
1696,8/24/2010,Tuesday,19,15,16,43,43,none
1697,8/25/2010,Wednesday,23,36,29,15,42,none
1698,8/26/2010,Thursday,47,13,10,22,74,none
1699,8/27/2010,Friday,26,18,39,8,16,none
1700,8/28/2010,Saturday,14,43,110,58,85,promotion
1701,8/29/2010,Sunday,13,24,78,51,28,none
1702,8/30/2010,Monday,38,18,27,58,55,none
1703,8/31/2010,Tuesday,20,33,68,34,49,promotion
1704,9/1/2010,Wednesday,32,50,108,10,26,promotion
1705,9/2/2010,Thursday,29,12,40,2,81,none
1706,9/3/2010,Friday,20,41,100,73,65,promotion
1707,9/4/2010,Saturday,41,3,25,6,1,none
1708,9/5/2010,Sunday,41,49,100,45,78,promotion
1709,9/6/2010,Monday,26,23,26,28,7,none
1710,9/7/2010,Tuesday,48,5,101,23,57,promotion
1711,9/8/2010,Wednesday,30,42,74,4,25,none
1712,9/9/2010,Thursday,29,43,25,60,33,none
1713,9/10/2010,Friday,43,16,89,48,1,none
1714,9/11/2010,Saturday,11,18,18,57,41,none
1715,9/12/2010,Sunday,21,40,35,52,57,promotion
1716,9/13/2010,Monday,18,14,64,69,39,promotion
1717,9/14/2010,Tuesday,1,32,59,51,58,promotion
1718,9/15/2010,Wednesday,40,36,22,9,78,none
1719,9/16/2010,Thursday,39,50,86,36,4,promotion
1720,9/17/2010,Friday,35,4,24,54,39,none
1721,9/18/2010,Saturday,2,59,110,18,74,promotion
1722,9/19/2010,Sunday,49,46,75,60,61,promotion
1723,9/20/2010,Monday,23,26,16,67,13,none
1724,9/21/2010,Tuesday,46,52,102,72,77,promotion
1725,9/22/2010,Wednesday,23,29,38,27,35,none
1726,9/23/2010,Thursday,40,19,95,1,79,promotion
1727,9/24/2010,Friday,29,45,7,9,78,none
1728,9/25/2010,Saturday,2,32,95,64,6,none
1729,9/26/2010,Sunday,22,24,103,59,65,promotion
1730,9/27/2010,Monday,3,47,34,72,15,none
1731,9/28/2010,Tuesday,33,11,73,59,26,promotion
1732,9/29/2010,Wednesday,7,14,76,28,91,promotion
1733,9/30/2010,Thursday,39,14,32,21,52,none
1734,10/1/2010,Friday,36,14,107,64,61,promotion
1735,10/2/2010,Saturday,37,20,118,18,14,promotion
1736,10/3/2010,Sunday,24,2,30,69,23,none
1737,10/4/2010,Monday,19,4,91,13,79,promotion
1738,10/5/2010,Tuesday,39,13,38,12,81,none
1739,10/6/2010,Wednesday,26,9,10,11,15,none
1740,10/7/2010,Thursday,47,52,96,57,18,promotion
1741,10/8/2010,Friday,16,11,54,59,82,promotion
1742,10/9/2010,Saturday,28,7,82,12,5,none
1743,10/10/2010,Sunday,22,53,90,33,53,promotion
1744,10/11/2010,Monday,2,32,19,61,17,none
1745,10/12/2010,Tuesday,10,56,99,40,62,promotion
1746,10/13/2010,Wednesday,18,44,73,70,35,promotion
1747,10/14/2010,Thursday,12,32,75,34,99,promotion
